Country,Year,Suicide_per_100k
COL,1993,1.3
COL,1994,1.5
COL,1995,1.5
COL,1996,1.4
COL,1997,1.5
COL,1998,2.5
COL,1999,2.2
COL,2000,2.4
COL,2001,2.4
COL,2002,2.4
COL,2003,2.5
COL,2004,2.1
COL,2005,2.1
COL,2006,1.9
COL,2007,1.8
COL,2008,1.8
COL,2009,1.8
COL,2010,1.5
COL,2011,1.5
COL,2012,1.5
COL,2013,1.6
COL,2014,1.5
COL,2015,1.9
COL,2016,1.7
COL,2017,1.9
CRI,1961,10.4
CRI,1962,8.1
CRI,1963,10.1
CRI,1964,10.1
CRI,1965,7.1
CRI,1966,10.2
CRI,1967,11.9
CRI,1968,8.1
CRI,1969,8.8
CRI,1970,7.5
CRI,1971,9.4
CRI,1972,8.6
CRI,1973,8.4
CRI,1974,9.3
CRI,1975,10.3
CRI,1976,14.6
CRI,1977,9.5
CRI,1978,9.1
CRI,1979,9.3
CRI,1980,12.4
CRI,1981,9.3
CRI,1982,9.4
CRI,1983,13.1
CRI,1985,11.9
CRI,1986,14.1
CRI,1987,11.3
CRI,1988,15.7
CRI,1989,14.3
CRI,1990,13.9
CRI,1991,12.3
CRI,1992,12.9
CRI,1993,13.1
CRI,1994,11.8
CRI,1995,12.1
CRI,1996,12.9
CRI,1997,11
CRI,1998,13
CRI,1999,13.2
CRI,2000,13.6
CRI,2001,12.2
CRI,2002,14.7
CRI,2003,15.9
CRI,2004,15.6
CRI,2005,12.7
CRI,2006,14.9
CRI,2007,11.1
CRI,2008,11.1
CRI,2009,11.6
CRI,2010,12.5
CRI,2011,12.1
CRI,2012,11.8
CRI,2013,12.5
CRI,2014,9.9
CRI,2015,11.4
CRI,2016,11.9
CRI,2017,9.2
CRI,2019,13.6
CRI,1961,0.3
CRI,1962,0.8
CRI,1963,2.4
CRI,1964,1.2
CRI,1965,0.5
CRI,1966,0.7
CRI,1967,0.3
CRI,1968,0.6
CRI,1969,0.6
CRI,1970,0.6
CRI,1971,1.4
CRI,1972,1.3
CRI,1973,1.4
CRI,1974,1.4
CRI,1975,2
CRI,1976,3.1
CRI,1977,2.7
CRI,1978,1.8
CRI,1979,1.3
CRI,1980,2.3
CRI,1981,1.3
CRI,1982,2.2
CRI,1983,1.5
CRI,1985,1.3
CRI,1986,1
CRI,1987,1.5
CRI,1988,2
CRI,1989,2.1
CRI,1990,1.4
CRI,1991,1.1
CRI,1992,1.6
CRI,1993,1.9
CRI,1994,1.9
CRI,1995,2.6
CRI,1996,1.3
CRI,1997,1.6
CRI,1998,1.3
CRI,1999,1.2
CRI,2000,1.5
CRI,2001,1.5
CRI,2002,1.9
CRI,2003,2.3
CRI,2004,2.2
CRI,2005,1.8
CRI,2006,2.5
CRI,2007,1.8
CRI,2008,1.6
CRI,2009,1.8
CRI,2010,1.9
CRI,2011,2.3
CRI,2012,1.8
CRI,2013,1.7
CRI,2014,1.9
CRI,2015,2.1
CRI,2016,2.1
CRI,2017,2.2
CRI,2019,2
EST,1981,65.6
EST,1982,60.8
EST,1985,59.4
EST,1986,50.5
EST,1987,48.7
EST,1988,45.3
EST,1989,44.3
EST,1990,48.3
EST,1991,51.6
EST,1992,59.5
EST,1993,73.5
EST,1994,79.1
EST,1995,76.2
EST,1996,75.9
EST,1997,73.7
EST,1998,66.9
EST,1999,64.9
EST,2000,47.4
EST,2001,50.2
EST,2002,48.3
EST,2003,44.6
EST,2004,42.9
EST,2005,35.5
EST,2006,30
EST,2007,35.4
EST,2008,30.7
EST,2009,35.4
EST,2010,28.9
EST,2011,28.5
EST,2012,30.7
EST,2013,28.1
EST,2014,31.9
EST,2015,26.2
EST,2016,23.5
EST,2017,27.5
EST,2018,24.3
EST,2019,23.8
EST,1981,18.4
EST,1982,15.3
EST,1985,12.3
EST,1986,14.2
EST,1987,11
EST,1988,13.6
EST,1989,14.5
EST,1990,14.6
EST,1991,13
EST,1992,15.1
EST,1993,15.4
EST,1994,15
EST,1995,16
EST,1996,14.5
EST,1997,11.7
EST,1998,10.6
EST,1999,11.8
EST,2000,10.8
EST,2001,10.9
EST,2002,9.3
EST,2003,8.3
EST,2004,7.7
EST,2005,6.6
EST,2006,6.6
EST,2007,5.5
EST,2008,6.7
EST,2009,6
EST,2010,5.1
EST,2011,5
EST,2012,5.3
EST,2013,5.4
EST,2014,6
EST,2015,4.5
EST,2016,4.6
EST,2017,6.8
EST,2018,5.3
EST,2019,5.2
ISR,1975,13.4
ISR,1976,14.5
ISR,1977,11
ISR,1978,9.4
ISR,1979,12.3
ISR,1980,10.9
ISR,1981,9.5
ISR,1982,8.6
ISR,1983,11.9
ISR,1984,10.3
ISR,1985,10.9
ISR,1986,12.5
ISR,1987,13.4
ISR,1988,13.6
ISR,1989,16.2
ISR,1990,13.2
ISR,1991,14.6
ISR,1992,14.4
ISR,1993,14
ISR,1994,15.1
ISR,1995,12.5
ISR,1996,10.8
ISR,1997,13.3
ISR,1998,10.5
ISR,1999,12
ISR,2000,12
ISR,2001,12.5
ISR,2002,10.9
ISR,2003,13
ISR,2004,11.5
ISR,2005,10.9
ISR,2006,9.5
ISR,2007,9
ISR,2008,10
ISR,2009,9.9
ISR,2010,12.6
ISR,2011,10.5
ISR,2012,10.9
ISR,2013,9
ISR,2014,8.8
ISR,2015,7.9
ISR,2016,9.4
ISR,2017,8.8
ISR,2018,9.9
ISR,1975,9.6
ISR,1976,8.6
ISR,1977,6.4
ISR,1978,6.4
ISR,1979,6.5
ISR,1980,5.9
ISR,1981,5.2
ISR,1982,5.2
ISR,1983,5.4
ISR,1984,5
ISR,1985,4.9
ISR,1986,6
ISR,1987,5
ISR,1988,5.6
ISR,1989,6
ISR,1990,4.7
ISR,1991,5.5
ISR,1992,5.1
ISR,1993,4.7
ISR,1994,5.6
ISR,1995,4.7
ISR,1996,3.3
ISR,1997,3.3
ISR,1998,3.1
ISR,1999,2.9
ISR,2000,3.2
ISR,2001,2.8
ISR,2002,3.2
ISR,2003,2.6
ISR,2004,3.1
ISR,2005,4.1
ISR,2006,2.8
ISR,2007,2
ISR,2008,1.8
ISR,2009,2.8
ISR,2010,2.6
ISR,2011,2.5
ISR,2012,2.3
ISR,2013,2.3
ISR,2014,2.4
ISR,2015,2
ISR,2016,1.8
ISR,2017,2.5
ISR,2018,2.4
LVA,1980,59.2
LVA,1981,64.5
LVA,1982,60.9
LVA,1983,62.3
LVA,1984,63.3
LVA,1985,54.9
LVA,1986,46
LVA,1987,39.7
LVA,1988,40.9
LVA,1989,44.8
LVA,1990,49.6
LVA,1991,52.7
LVA,1992,64.1
LVA,1993,80
LVA,1994,77.3
LVA,1995,76.6
LVA,1996,69.7
LVA,1997,67.1
LVA,1998,63.4
LVA,1999,56.7
LVA,2000,61.7
LVA,2001,55.1
LVA,2002,51.5
LVA,2003,48.6
LVA,2004,45.3
LVA,2005,43.3
LVA,2006,40.5
LVA,2007,37.5
LVA,2008,42.9
LVA,2009,42.5
LVA,2010,39.1
LVA,2011,38.7
LVA,2012,38.9
LVA,2013,34.1
LVA,2014,33.5
LVA,2015,33
LVA,2016,31.2
LVA,2017,31
LVA,2018,28.1
LVA,1980,15
LVA,1981,13.5
LVA,1982,17.1
LVA,1983,14.3
LVA,1984,15.1
LVA,1985,13.4
LVA,1986,11.7
LVA,1987,14
LVA,1988,12
LVA,1989,15.1
LVA,1990,10.8
LVA,1991,12.5
LVA,1992,14.7
LVA,1993,16.4
LVA,1994,13.9
LVA,1995,14.7
LVA,1996,13.4
LVA,1997,13.1
LVA,1998,12.1
LVA,1999,12.6
LVA,2000,11.2
LVA,2001,10.1
LVA,2002,11.2
LVA,2003,9.2
LVA,2004,7.9
LVA,2005,8.7
LVA,2006,5.9
LVA,2007,7.1
LVA,2008,7.5
LVA,2009,7.7
LVA,2010,4.5
LVA,2011,5.7
LVA,2012,5.6
LVA,2013,4.9
LVA,2014,5.8
LVA,2015,6.3
LVA,2016,5.9
LVA,2017,5.3
LVA,2018,2.9
LTU,1981,67.8
LTU,1982,67.1
LTU,1985,66.2
LTU,1986,49.4
LTU,1987,56.7
LTU,1988,48.3
LTU,1989,52.6
LTU,1990,50.9
LTU,1991,59.3
LTU,1992,66.1
LTU,1993,84.4
LTU,1994,93.2
LTU,1995,91.3
LTU,1996,90.3
LTU,1997,87.3
LTU,1998,85
LTU,1999,84.1
LTU,2000,86.6
LTU,2001,83.3
LTU,2002,85.6
LTU,2003,79
LTU,2004,74.4
LTU,2005,71.9
LTU,2006,57.1
LTU,2007,57.4
LTU,2008,61.7
LTU,2009,64.4
LTU,2010,56.9
LTU,2011,58.1
LTU,2012,53.9
LTU,2013,63.1
LTU,2014,55.3
LTU,2015,52.8
LTU,2016,50.9
LTU,2017,43.9
LTU,2018,40.5
LTU,2019,39.9
LTU,1981,11.5
LTU,1982,13.2
LTU,1985,13.6
LTU,1986,10.9
LTU,1987,12.1
LTU,1988,13
LTU,1989,10.4
LTU,1990,10.2
LTU,1991,11.8
LTU,1992,14.5
LTU,1993,14.6
LTU,1994,14
LTU,1995,16.4
LTU,1996,18
LTU,1997,15.1
LTU,1998,14.7
LTU,1999,14.3
LTU,2000,16.7
LTU,2001,14.9
LTU,2002,12.7
LTU,2003,13.4
LTU,2004,13.8
LTU,2005,12.4
LTU,2006,10.3
LTU,2007,9.3
LTU,2008,10.3
LTU,2009,9.8
LTU,2010,10.3
LTU,2011,10.9
LTU,2012,9.4
LTU,2013,11.2
LTU,2014,8.6
LTU,2015,9.5
LTU,2016,7.1
LTU,2017,8.5
LTU,2018,7.5
LTU,2019,6.5
RUS,1980,67.7
RUS,1981,68.1
RUS,1982,68.4
RUS,1985,61.4
RUS,1986,44.5
RUS,1987,45.5
RUS,1988,48.1
RUS,1989,51.5
RUS,1990,52.2
RUS,1991,52.2
RUS,1992,60.9
RUS,1993,75.6
RUS,1994,84.6
RUS,1995,80.9
RUS,1996,76.6
RUS,1997,72.4
RUS,1998,67.4
RUS,1999,74.2
RUS,2000,74.3
RUS,2001,74.6
RUS,2002,71.3
RUS,2003,68.4
RUS,2004,64.3
RUS,2005,60
RUS,2006,55.4
RUS,2007,52.4
RUS,2008,49
RUS,2009,47.6
RUS,2010,42.3
RUS,2011,39
RUS,2012,36.9
RUS,2013,36.2
RUS,2014,33.7
RUS,2015,31.2
RUS,2019,21.6
RUS,1980,14.5
RUS,1981,13.9
RUS,1982,13.9
RUS,1985,13.1
RUS,1986,11.8
RUS,1987,11.7
RUS,1988,12.1
RUS,1989,11.6
RUS,1990,11.7
RUS,1991,11.2
RUS,1992,12
RUS,1993,13.3
RUS,1994,13.7
RUS,1995,14
RUS,1996,12.7
RUS,1997,12.3
RUS,1998,11.6
RUS,1999,12.7
RUS,2000,11.6
RUS,2001,11.5
RUS,2002,11.5
RUS,2003,10.6
RUS,2004,10.3
RUS,2005,9.3
RUS,2006,9
RUS,2007,9.2
RUS,2008,8.7
RUS,2009,8.1
RUS,2010,7.2
RUS,2011,6.9
RUS,2012,6.7
RUS,2013,6.1
RUS,2014,5.7
RUS,2015,5.6
RUS,2019,3.5
SVN,1985,60.3
SVN,1986,56
SVN,1987,53.8
SVN,1988,57.3
SVN,1989,61.6
SVN,1990,50.7
SVN,1991,59.9
SVN,1992,50.2
SVN,1993,56.1
SVN,1994,54.5
SVN,1995,49
SVN,1996,52.2
SVN,1997,52.2
SVN,1998,52.4
SVN,1999,49.7
SVN,2000,48.3
SVN,2001,49.9
SVN,2002,45.4
SVN,2003,46.4
SVN,2004,36.5
SVN,2005,40.2
SVN,2006,42.5
SVN,2007,33.2
SVN,2008,32
SVN,2009,33.3
SVN,2010,32.8
SVN,2011,33.9
SVN,2012,34.2
SVN,2013,33.9
SVN,2014,30
SVN,2015,30.9
SVN,2016,27.5
SVN,2017,29.9
SVN,2018,25.1
SVN,2019,27.3
SVN,1985,15.2
SVN,1986,14.1
SVN,1987,17.7
SVN,1988,17.2
SVN,1989,16.7
SVN,1990,13.2
SVN,1991,14.7
SVN,1992,14.6
SVN,1993,12.7
SVN,1994,13.6
SVN,1995,12.4
SVN,1996,14
SVN,1997,11.5
SVN,1998,12.9
SVN,1999,13.3
SVN,2000,14.5
SVN,2001,11.2
SVN,2002,9.8
SVN,2003,11
SVN,2004,12.7
SVN,2005,9.7
SVN,2006,9.9
SVN,2007,8.5
SVN,2008,7.3
SVN,2009,8
SVN,2010,6.6
SVN,2011,7.3
SVN,2012,6.8
SVN,2013,6.9
SVN,2014,5.1
SVN,2015,7.3
SVN,2016,6.2
SVN,2017,6.6
SVN,2018,6.4
SVN,2019,7.1
ZAF,1996,1.1
ZAF,1997,0.6
ZAF,1998,1.3
ZAF,1999,1.5
ZAF,2000,1.3
ZAF,2001,1.8
ZAF,2002,1
ZAF,2003,1.2
ZAF,2004,2
ZAF,2005,2.3
ZAF,2006,2.4
ZAF,2007,1.7
ZAF,2008,1.9
ZAF,2009,1.3
ZAF,2010,1.7
ZAF,2011,1.3
ZAF,2012,1.8
ZAF,2013,2.3
ZAF,2014,2.1
ZAF,2015,1.8
ZAF,1996,0.2
ZAF,1997,0.2
ZAF,1998,0.2
ZAF,1999,0.4
ZAF,2000,0.3
ZAF,2001,0.3
ZAF,2002,0.2
ZAF,2003,0.4
ZAF,2004,0.4
ZAF,2005,0.5
ZAF,2006,0.5
ZAF,2007,0.5
ZAF,2008,0.4
ZAF,2009,0.4
ZAF,2010,0.4
ZAF,2011,0.3
ZAF,2012,0.5
ZAF,2013,0.5
ZAF,2014,0.5
ZAF,2015,0.4
